,daysInStatus,devTeam,end,key,observationDate,sp,start,status,type
2976,0.0,Team C,2019-11-27,KEY-424,2020-05-18 15:23:26.721638,0.0,2019-11-27,Withdrawn,Story
2977,169.06,Team C,2019-11-27,KEY-423,2020-05-18 15:23:26.721638,0.0,2019-11-27,Open,Story
2978,0.0,Team C,2019-11-27,KEY-423,2020-05-18 15:23:26.721638,0.0,2019-11-27,Withdrawn,Story
2979,169.06,Team C,2019-11-27,KEY-422,2020-05-18 15:23:26.721638,0.0,2019-11-27,Open,Story
2980,0.0,Team C,2019-11-27,KEY-422,2020-05-18 15:23:26.721638,0.0,2019-11-27,Withdrawn,Story
2981,169.05,Team C,2019-11-27,KEY-421,2020-05-18 15:23:26.721638,0.0,2019-11-27,Open,Story
2982,0.0,Team C,2019-11-27,KEY-421,2020-05-18 15:23:26.721638,0.0,2019-11-27,Withdrawn,Story
2983,181.83,Team C,2019-12-20,KEY-417,2020-05-18 15:23:26.721638,0.0,2019-12-20,Open,Story
2984,10.0,Team C,2019-12-20,KEY-417,2020-05-18 15:23:26.721638,0.0,2019-12-20,In Refinement,Story
2985,0.0,Team C,2019-12-20,KEY-417,2020-05-18 15:23:26.721638,0.0,2019-12-20,Withdrawn,Story
2986,181.83,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Open,Task
2987,30.19,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,In Refinement,Task
2988,28.86,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Ready for Development,Task
2989,5.85,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,In Development,Task
2990,0.02,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Code Review,Task
2991,0.12,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Merged,Task
2992,0.11,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Ready to Test,Task
2993,6.72,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,In Testing,Task
2994,7.06,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Ready For Signoff,Task
2995,0.0,Team C,2020-02-27,KEY-416,2020-05-18 15:23:26.721638,2.0,2020-02-27,Done,Task
2996,181.83,Team C,2019-12-20,KEY-415,2020-05-18 15:23:26.721638,0.0,2019-12-20,Open,Story
2997,10.0,Team C,2019-12-20,KEY-415,2020-05-18 15:23:26.721638,0.0,2019-12-20,In Refinement,Story
2998,0.0,Team C,2019-12-20,KEY-415,2020-05-18 15:23:26.721638,0.0,2019-12-20,Withdrawn,Story
2999,181.81,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Open,Task
3000,10.02,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,In Refinement,Task
3001,24.95,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Ready for Development,Task
3002,20.11,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,In Development,Task
3003,4.92,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Code Review,Task
3004,0.0,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Merged,Task
3005,0.09,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Ready to Test,Task
3006,4.02,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,In Testing,Task
3007,0.11,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Ready For Signoff,Task
3008,0.0,Team C,2020-02-12,KEY-414,2020-05-18 15:23:26.721638,5.0,2020-02-12,Done,Task
3009,181.92,Team C,2019-12-10,KEY-413,2020-05-18 15:23:26.721638,,2019-12-10,Open,Story
3010,0.0,Team C,2019-12-10,KEY-413,2020-05-18 15:23:26.721638,,2019-12-10,Withdrawn,Story
3011,169.81,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,Open,Ops Task
3012,3.95,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,In Refinement,Ops Task
3013,3.23,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,Ready for Development,Ops Task
3014,4.07,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,In Development,Ops Task
3015,2.79,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,Code Review,Ops Task
3016,5.19,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,Ready For Signoff,Ops Task
3017,0.0,Team A,2019-12-17,KEY-331,2020-05-18 15:23:26.721638,3.0,2019-12-17,Done,Ops Task
3018,159.97,Team B,2019-11-18,KEY-330,2020-05-18 15:23:26.721638,0.0,2019-11-18,Open,Story
3019,0.0,Team B,2019-11-18,KEY-330,2020-05-18 15:23:26.721638,0.0,2019-11-18,Withdrawn,Story
3020,155.99,Team B,2019-12-04,KEY-329,2020-05-18 15:23:26.721638,3.0,2019-12-04,Open,Story
3021,3.98,Team B,2019-12-04,KEY-329,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Refinement,Story
3022,7.84,Team B,2019-12-04,KEY-329,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready for Development,Story
3023,8.31,Team B,2019-12-04,KEY-329,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Development,Story
3024,0.0,Team B,2019-12-04,KEY-329,2020-05-18 15:23:26.721638,3.0,2019-12-04,Done,Story
3025,163.92,Team A,2019-11-22,KEY-327,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3026,0.0,Team A,2019-11-22,KEY-327,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3027,163.92,Team A,2019-11-22,KEY-326,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3028,0.0,Team A,2019-11-22,KEY-326,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3029,163.92,Team A,2019-11-22,KEY-325,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3030,0.0,Team A,2019-11-22,KEY-325,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3031,163.92,Team A,2019-11-22,KEY-324,2020-05-18 15:23:26.721638,,2019-11-22,Open,Ops Task
3032,0.0,Team A,2019-11-22,KEY-324,2020-05-18 15:23:26.721638,,2019-11-22,Withdrawn,Ops Task
3033,163.92,Team A,2019-11-22,KEY-323,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3034,0.0,Team A,2019-11-22,KEY-323,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3035,163.92,Team A,2019-11-22,KEY-322,2020-05-18 15:23:26.721638,,2019-11-22,Open,Ops Task
3036,0.0,Team A,2019-11-22,KEY-322,2020-05-18 15:23:26.721638,,2019-11-22,Withdrawn,Ops Task
3037,163.92,Team A,2019-11-22,KEY-321,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3038,0.0,Team A,2019-11-22,KEY-321,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3039,141.99,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,Open,Story
3040,13.99,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Analysis,Story
3041,1.0,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,Ready for Development,Story
3042,6.83,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Refinement,Story
3043,4.29,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Development,Story
3044,1.69,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,Code Review,Story
3045,5.02,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,Ready to Test,Story
3046,0.09,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,In Testing,Story
3047,1.16,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,Ready For Signoff,Story
3048,0.0,Team B,2019-12-04,KEY-320,2020-05-18 15:23:26.721638,2.0,2019-12-04,Done,Story
3049,155.98,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Open,Story
3050,4.0,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Refinement,Story
3051,4.01,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready for Development,Story
3052,9.75,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Development,Story
3053,1.19,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Code Review,Story
3054,0.0,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Merged,Story
3055,0.01,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready to Test,Story
3056,0.01,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,In Testing,Story
3057,1.16,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Ready For Signoff,Story
3058,0.0,Team B,2019-12-04,KEY-319,2020-05-18 15:23:26.721638,3.0,2019-12-04,Done,Story
3059,159.98,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,Open,Story
3060,15.74,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,Ready for Development,Story
3061,0.04,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,In Development,Story
3062,0.05,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,Code Review,Story
3063,0.09,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,Ready to Test,Story
3064,0.1,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,In Testing,Story
3065,0.12,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,Ready For Signoff,Story
3066,0.0,Team B,2019-12-04,KEY-318,2020-05-18 15:23:26.721638,1.0,2019-12-04,Done,Story
3067,163.83,Team A,2019-11-22,KEY-317,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3068,0.0,Team A,2019-11-22,KEY-317,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3069,141.98,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Open,Story
3070,13.01,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,In Analysis,Story
3071,1.81,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Ready for Development,Story
3072,7.1899999999999995,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,In Development,Story
3073,3.05,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Code Review,Story
3074,0.72,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Merged,Story
3075,3.04,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Ready to Test,Story
3076,2.99,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,In Testing,Story
3077,0.0,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Ready For Signoff,Story
3078,0.0,Team B,2019-12-02,KEY-316,2020-05-18 15:23:26.721638,5.0,2019-12-02,Done,Story
3079,154.95,Team B,2019-11-13,KEY-315,2020-05-18 15:23:26.721638,0.0,2019-11-13,Open,Story
3080,0.0,Team B,2019-11-13,KEY-315,2020-05-18 15:23:26.721638,0.0,2019-11-13,Withdrawn,Story
3081,154.95,Team B,2019-11-13,KEY-314,2020-05-18 15:23:26.721638,0.0,2019-11-13,Open,Story
3082,0.0,Team B,2019-11-13,KEY-314,2020-05-18 15:23:26.721638,0.0,2019-11-13,Withdrawn,Story
3083,141.97,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Open,Story
3084,6.84,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,In Refinement,Story
3085,5.08,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Ready for Development,Story
3086,3.14,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,In Development,Story
3087,3.77,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Code Review,Story
3088,0.01,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Merged,Story
3089,0.09,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Ready to Test,Story
3090,0.08,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,In Testing,Story
3091,1.02,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Ready For Signoff,Story
3092,0.0,Team B,2019-11-20,KEY-312,2020-05-18 15:23:26.721638,1.0,2019-11-20,Done,Story
3093,166.77,Team A,2019-11-25,KEY-310,2020-05-18 15:23:26.721638,,2019-11-25,Open,Ops Task
3094,0.0,Team A,2019-11-25,KEY-310,2020-05-18 15:23:26.721638,,2019-11-25,Withdrawn,Ops Task
3095,166.77,Team A,2019-11-25,KEY-309,2020-05-18 15:23:26.721638,,2019-11-25,Open,Ops Task
3096,0.0,Team A,2019-11-25,KEY-309,2020-05-18 15:23:26.721638,,2019-11-25,Withdrawn,Ops Task
3097,163.82,Team A,2019-11-22,KEY-305,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3098,0.0,Team A,2019-11-22,KEY-305,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3099,163.82,Team A,2019-11-22,KEY-304,2020-05-18 15:23:26.721638,0.0,2019-11-22,Open,Ops Task
3100,0.0,Team A,2019-11-22,KEY-304,2020-05-18 15:23:26.721638,0.0,2019-11-22,Withdrawn,Ops Task
3101,56.25,Team C,2019-09-04,KEY-296,2020-05-18 15:23:26.721638,0.0,2019-09-04,Open,Story
3102,28.75,Team C,2019-09-04,KEY-296,2020-05-18 15:23:26.721638,0.0,2019-09-04,Backlog,Story
3103,0.0,Team C,2019-09-04,KEY-296,2020-05-18 15:23:26.721638,0.0,2019-09-04,Withdrawn,Story
3104,56.25,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Open,Story
3105,34.7,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Backlog,Story
3106,0.0,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Withdrawn,Story
3107,1.86,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,In Refinement,Story
3108,8.14,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Ready for Development,Story
3109,2.76,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,In Development,Story
3110,0.15,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Code Review,Story
3111,0.09,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Ready to Test,Story
3112,0.01,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,In Testing,Story
3113,0.78,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Ready For Signoff,Story
3114,0.0,Team C,2019-09-24,KEY-295,2020-05-18 15:23:26.721638,1.0,2019-09-24,Done,Story
3115,129.28,,2019-11-25,KEY-294,2020-05-18 15:23:26.721638,0.0,2019-11-25,Open,Story
3116,37.77,,2019-11-25,KEY-294,2020-05-18 15:23:26.721638,0.0,2019-11-25,Backlog,Story
3117,0.0,,2019-11-25,KEY-294,2020-05-18 15:23:26.721638,0.0,2019-11-25,Withdrawn,Story
3118,56.25,Team C,2019-09-04,KEY-293,2020-05-18 15:23:26.721638,0.0,2019-09-04,Open,Story
3119,28.75,Team C,2019-09-04,KEY-293,2020-05-18 15:23:26.721638,0.0,2019-09-04,Backlog,Story
3120,0.0,Team C,2019-09-04,KEY-293,2020-05-18 15:23:26.721638,0.0,2019-09-04,Withdrawn,Story
3121,56.25,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,Open,Story
3122,34.7,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,Backlog,Story
3123,1.86,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,In Refinement,Story
3124,0.97,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,Ready for Development,Story
3125,18.96,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,In Development,Story
3126,6.03,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,Ready For Signoff,Story
3127,0.0,Team C,2019-10-08,KEY-292,2020-05-18 15:23:26.721638,2.0,2019-10-08,Done,Story
3128,56.25,Team B,2019-08-12,KEY-288,2020-05-18 15:23:26.721638,0.0,2019-08-12,Open,Story
3129,5.74,Team B,2019-08-12,KEY-288,2020-05-18 15:23:26.721638,0.0,2019-08-12,Backlog,Story
3130,0.0,Team B,2019-08-12,KEY-288,2020-05-18 15:23:26.721638,0.0,2019-08-12,Withdrawn,Story
3131,36.8,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,Open,Story
3132,11.14,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,In Refinement,Story
3133,31.03,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,Ready for Development,Story
3134,26.98,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,In Development,Story
3135,0.01,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,Ready to Test,Story
3136,0.04,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,In Testing,Story
3137,0.03,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,Ready For Signoff,Story
3138,0.0,Team C,2019-09-25,KEY-284,2020-05-18 15:23:26.721638,5.0,2019-09-25,Done,Story
3139,302.88,Team A,2020-04-22,KEY-282,2020-05-18 15:23:26.721638,1.0,2020-04-22,Open,Ops Task
3140,13.17,Team A,2020-04-22,KEY-282,2020-05-18 15:23:26.721638,1.0,2020-04-22,Ready for Development,Ops Task
3141,0.04,Team A,2020-04-22,KEY-282,2020-05-18 15:23:26.721638,1.0,2020-04-22,In Development,Ops Task
3142,0.0,Team A,2020-04-22,KEY-282,2020-05-18 15:23:26.721638,1.0,2020-04-22,Done,Ops Task
3143,268.0,Team A,2020-03-05,KEY-281,2020-05-18 15:23:26.721638,0.0,2020-03-05,Open,Ops Task
3144,0.0,Team A,2020-03-05,KEY-281,2020-05-18 15:23:26.721638,0.0,2020-03-05,Withdrawn,Ops Task
3145,268.0,Team A,2020-03-05,KEY-280,2020-05-18 15:23:26.721638,0.0,2020-03-05,Open,Ops Task
3146,0.0,Team A,2020-03-05,KEY-280,2020-05-18 15:23:26.721638,0.0,2020-03-05,Withdrawn,Ops Task
3147,268.05,Team A,2020-03-05,KEY-279,2020-05-18 15:23:26.721638,0.0,2020-03-05,Open,Ops Task
3148,0.0,Team A,2020-03-05,KEY-279,2020-05-18 15:23:26.721638,0.0,2020-03-05,Withdrawn,Ops Task
3149,302.88,Team A,2020-04-29,KEY-278,2020-05-18 15:23:26.721638,2.0,2020-04-29,Open,Ops Task
3150,13.22,Team A,2020-04-29,KEY-278,2020-05-18 15:23:26.721638,2.0,2020-04-29,Ready for Development,Ops Task
3151,5.82,Team A,2020-04-29,KEY-278,2020-05-18 15:23:26.721638,2.0,2020-04-29,In Development,Ops Task
3152,0.1,Team A,2020-04-29,KEY-278,2020-05-18 15:23:26.721638,2.0,2020-04-29,Code Review,Ops Task
3153,0.76,Team A,2020-04-29,KEY-278,2020-05-18 15:23:26.721638,2.0,2020-04-29,In Testing,Ops Task
3154,0.0,Team A,2020-04-29,KEY-278,2020-05-18 15:23:26.721638,2.0,2020-04-29,Done,Ops Task
3155,268.06,Team A,2020-03-05,KEY-276,2020-05-18 15:23:26.721638,0.0,2020-03-05,Open,Ops Task
3156,0.0,Team A,2020-03-05,KEY-276,2020-05-18 15:23:26.721638,0.0,2020-03-05,Withdrawn,Ops Task
